system,phase,e_above_eV,hmix_eV,delta_r_percent,vec,a_vegard_A,a_pred_q1_A,shift_A,shift_percent
Al-Co-Os-Ru-W,BCC,-0.04,-0.428,2.8562270128045406,6.800000000000001,3.0520258868796497,3.0396308926385394,-0.012394994241110346,-0.40612349634369654
Cr-Ir-Mo-Ni-Ti,BCC,-0.021,-0.324,2.691839846599958,7.0,3.0414397612265733,3.0396318064171646,-0.0018079548094087627,-0.05944404464152984
Co-Ir-Nb-Ni-Re,BCC,-0.035,-0.312,2.919708029197081,8.0,3.019999707615135,3.0396959411877225,0.01969623357258765,0.6521932277980775
Co-Mn-Re-Ti-W,BCC,-0.038,-0.166,1.7879487173599815,6.6000000000000005,3.0580402391617407,3.0397261108590863,-0.018314128302654442,-0.5988844773237728
Co-Ni-Os-Pd-Ta,BCC,-0.049,-0.241,3.721912053717359,8.4,3.017980902622624,3.0397522280686595,0.02177132544603566,0.7213871176956882
Cr-Ir-Mo-Rh-V,BCC,-0.047,-0.359,2.8985507246376714,7.0,3.026782411516359,3.0397728182312163,0.012990406714857183,0.4291820470949956
Ir-Mn-Mo-Ru-V,BCC,-0.061,-0.443,3.721912053717364,7.0,3.027058908413527,3.039801614023657,0.012742705610130134,0.4209599481104433
Fe-Ni-Pt-Re-Ti,BCC,-0.041,-0.365,1.7879487173599815,7.800000000000001,3.0390884847975266,3.039826512012829,0.0007380272153025835,0.024284492504723934
Al-Co-Ir-Pd-Rh,BCC,-0.015,-0.525,3.6559548399748927,8.0,3.0409207737138715,3.0398458123315724,-0.0010749613822991222,-0.03534986480381972
Mn-Mo-Os-Rh-V,BCC,-0.061,-0.397,3.721912053717364,7.0,3.0271316623602273,3.0398979980713903,0.012766335711162924,0.4217304410608003
Co-Re-Ru-W-Zn,BCC,-0.03,-0.102,1.4925373134328357,8.4,3.0425492236819154,3.0399164889524926,-0.0026327347294228254,-0.08653055500074518
Cr-Mn-Mo-Ta-V,BCC,-0.038,-0.032,2.653657721116266,5.800000000000001,3.060106223262326,3.0399178304517793,-0.02018839281054685,-0.659728497562557
Mo-Ni-Pt-Ru-V,BCC,-0.042,-0.286,3.602190798210557,7.800000000000001,3.0222639924381967,3.039922640516045,0.017658648077848227,0.5842854271509949
Ir-Ni-Os-Pd-Rh,BCC,-0.036,-0.302,2.3424278964210217,9.2,3.0006369018128285,3.0399398794302104,0.039302977617381885,1.3098211780851283
Co-Pd-Pt-Ru-V,BCC,-0.028,-0.242,2.3424278964210217,8.4,3.0114966269842487,3.0399747715805665,0.02847814459631781,0.9456475674301581
Co-Mn-Nb-Re-Ru,BCC,-0.049,-0.237,3.721912053717359,7.2,3.0299808659525773,3.0400124701098297,0.01003160415725235,0.33107813550824433
Mo-Ni-Os-Pd-V,BCC,-0.042,-0.239,3.721912053717364,7.800000000000001,3.022658069430507,3.040019095759526,0.017361026329019147,0.5743628928656858
Al-Co-Os-Pt-Ru,BCC,-0.051,-0.592,2.8562270128045406,7.6,3.041180289611958,3.040043024685708,-0.0011372649262502144,-0.03739551154316223
Cr-Mn-Ru-Ta-Zn,BCC,-0.031,-0.138,3.6949416765165033,7.6,3.05112383560231,3.040102570144399,-0.011021265457911156,-0.3612198668998137
Cr-Fe-Nb-Os-Ru,BCC,-0.06,-0.299,4.379562043795623,7.0,3.026578644631271,3.0401185839314877,0.013539939300216908,0.4473678331218941
Ir-Ni-Os-V-W,BCC,-0.067,-0.452,1.4925373134328357,7.6,3.0183614636821368,3.040121427893413,0.02175996421127646,0.7209197597139744
Cr-Os-Re-Rh-Zn,BCC,-0.048,-0.31,2.3424278964210217,8.4,3.0316355941264312,3.0401319348795335,0.008496340753102238,0.28025600337861406
Co-Fe-Ta-V-W,BCC,-0.043,-0.015,2.8985507246376714,6.6000000000000005,3.044334191676685,3.040150533731013,-0.0041836579456719925,-0.13742439831705264
Fe-Mo-Os-Ru-Zn,BCC,-0.05,-0.252,4.287464628562716,8.4,3.038236511833549,3.040160068141068,0.0019235563075192808,0.06331160526928273
Cr-Ir-Os-Pd-V,BCC,-0.035,-0.392,2.751218666745544,7.6,3.01738059202855,3.040177368279485,0.022796776250935125,0.755515439820905
Cu-Ir-Pd-Ru-Zn,BCC,-0.001,-0.34,2.3424278964210217,10.0,3.028745900203202,3.0401966622339835,0.011450762030781547,0.37806941909564956
Co-Mo-Ru-V-W,BCC,-0.047,-0.139,3.60219079821055,6.800000000000001,3.0351567616774764,3.040219072454256,0.005062310776779544,0.16678910429594074
Co-Ir-Os-V-W,BCC,-0.054,-0.419,1.4925373134328357,7.4,3.0202920642056448,3.0402196650300355,0.019927600824390712,0.6597905235906976
Al-Fe-Pd-Rh-Ru,BCC,-0.052,-0.502,4.351456637944253,7.6,3.0426356413266027,3.04022821925187,-0.002407422074732768,-0.07912291705368708
Al-Fe-Ir-Os-Rh,BCC,-0.074,-0.681,3.83384925834044,7.4,3.0404016089916754,3.0402361910990203,-0.00016541789265511753,-0.005440659292045864
Co-Cr-Mo-Re-Ti,BCC,-0.034,-0.114,2.691839846599958,6.4,3.051338658093733,3.0402380292600095,-0.011100628833723647,-0.36379537237792403
Co-Mo-Os-Pd-V,BCC,-0.049,-0.21,3.721912053717364,7.6,3.024583190527839,3.0402638284917933,0.015680637963954247,0.5184396320478697
Mn-Rh-V-W-Zn,BCC,-0.025,-0.17,1.4705882352941169,7.800000000000001,3.048758789048818,3.0402745718962727,-0.008484217152545437,-0.2782843032063034
Al-Ir-Mn-Re-V,BCC,-0.072,-0.581,3.6559548399748927,6.2,3.058168553926392,3.04031101537154,-0.01785753855485206,-0.583929179832966
Co-Fe-Ir-Ti-W,BCC,-0.042,-0.306,1.7879487173599815,7.2,3.0438449732630617,3.0403216654391354,-0.0035233078239262916,-0.1157518814156043
Co-Ir-Mg-Ni-Os,BCC,-0.039,-0.301,4.9506058270987365,7.6,3.0847814640650877,3.0403398342317725,-0.04444162983331523,-1.4406735242356712
Co-Mn-Os-Pd-Pt,BCC,-0.038,-0.213,2.751218666745544,8.8,2.9936309323390944,3.0404044154582857,0.04677348311919127,1.5624331848630548
Co-Ir-Os-Pd-Ru,BCC,-0.027,-0.351,2.7922816319208468,8.8,2.99988147679896,3.040434478925989,0.04055300212702884,1.3518201449178966
Co-Fe-Nb-Pt-V,BCC,-0.032,-0.196,2.8985507246376714,7.4,3.032911693866169,3.0405027658275428,0.007591071961373874,0.2502899104094008
Al-Ir-Ni-Pt-Ru,BCC,-0.062,-0.641,3.030303030303032,8.0,3.0418432957624524,3.040523258575017,-0.0013200371874355632,-0.04339596287798546
Co-Nb-Ni-Os-Pd,BCC,-0.045,-0.214,3.721912053717364,8.4,3.0174538134266236,3.040544016514056,0.02309020308743248,0.7652214255836852
Cr-Ir-Mn-Re-Ti,BCC,-0.041,-0.441,1.7749925672341786,6.6000000000000005,3.0471656908715765,3.0405463278650466,-0.006619363006529877,-0.21723016330748166
Cr-Ni-Re-Rh-Ta,BCC,-0.044,-0.222,2.8985507246376763,7.4,3.028309789396413,3.0405467415799223,0.012236952183509509,0.40408521698661864
Al-Fe-Re-Ru-Zn,BCC,-0.038,-0.312,3.83384925834044,7.6,3.0633633828382694,3.040571393784386,-0.022791989053883466,-0.7440184596306761
Fe-Ir-Ni-Ti-W,BCC,-0.049,-0.338,1.7879487173599815,7.4,3.041944162668908,3.0406077568114442,-0.0013364058574638626,-0.04393262288849317
Co-Mn-Os-Rh-Ta,BCC,-0.052,-0.36,3.721912053717359,7.6,3.022468341483977,3.040613924790379,0.018145583306401925,0.6003564390518239
Co-Cr-Ta-V-W,BCC,-0.044,0.026,2.8985507246376714,6.2,3.0476681989220764,3.0406210297411325,-0.007047169180943946,-0.2312315095008192
Cu-Os-Pt-Ru-V,BCC,-0.012,-0.399,1.8417216111151795,8.4,3.0114672228626174,3.040632318148073,0.029165095285455855,0.9684679635241829
Al-Ir-Ni-Os-Pd,BCC,-0.048,-0.619,3.83384925834044,8.0,3.042232316977412,3.040641635357199,-0.0015906816202133633,-0.05228665842961571
Co-Ir-Mn-Ru-Ta,BCC,-0.046,-0.392,3.721912053717364,7.6,3.022395362854018,3.0406478748854053,0.018252512031387447,0.6039088153626526
Al-Ir-Ni-V-W,BCC,-0.054,-0.47,3.007518796992485,6.6000000000000005,3.0562997978958086,3.040658164274091,-0.015641633621717776,-0.51178335425362
Cr-Ni-Os-Ti-W,BCC,-0.044,-0.263,2.751218666745544,6.800000000000001,3.0427220540626605,3.040689534338217,-0.0020325197244432935,-0.06679938845316026
Cr-Mn-Mo-Rh-Ti,BCC,-0.032,-0.218,2.258769757263128,6.4,3.053899875591349,3.0406917193327514,-0.013208156258597725,-0.43250128676992505
Co-Mn-Nb-Pd-V,BCC,-0.035,-0.105,2.6918398465999487,7.2,3.0337087112095174,3.0406984579314784,0.006989746721961065,0.2304026980617498
Cr-Ir-Re-Ru-Zn,BCC,-0.05,-0.338,2.3424278964210217,8.4,3.031563056199866,3.0407232830878983,0.009160226888032419,0.3021618458273131
Ir-Mo-Ni-Re-V,BCC,-0.065,-0.379,2.919708029197081,7.4,3.0251952154143518,3.040743423102907,0.015548207688555138,0.5139571690888566
Co-Ir-Mn-Ti-W,BCC,-0.042,-0.329,1.7879487173599815,7.0,3.0500779340473,3.0407496819792135,-0.009328252068086407,-0.3058365153217015
Co-Ir-Mo-Re-V,BCC,-0.036,-0.345,2.919708029197081,7.2,3.0271171118506577,3.0407538844793813,0.013636772628723648,0.45048711777083095
Fe-Mn-Os-Ti-W,BCC,-0.036,-0.275,2.9197080291970807,6.6000000000000005,3.057583921656001,3.0407701689833817,-0.01681375267261931,-0.5499032276279405
Co-Mo-Ni-Ti-W,BCC,-0.035,-0.072,2.8985507246376714,7.0,3.0523550743565195,3.040774644496431,-0.011580429860088337,-0.3793932743073693
Co-Ir-Mo-Os-Zn,BCC,-0.038,-0.303,3.602190798210557,8.8,3.0365166704167463,3.0408480065387993,0.004331336122052942,0.1426416052396804
Al-Fe-Ni-Ti-W,BCC,-0.001,-0.251,4.057204129667899,6.2,3.076802213201167,3.0408502160587734,-0.03595199714239383,-1.168485806079444
Al-Ni-Pt-V-Zn,BCC,-0.034,-0.454,3.007518796992485,8.0,3.0605333201182487,3.0408901417104044,-0.019643178407844353,-0.6418220732550433
Al-Ni-Os-Pt-Rh,BCC,-0.032,-0.617,3.0303030303030325,8.0,3.0419153442353557,3.040892744151607,-0.0010226000837487703,-0.033616980357019786
Al-Mo-Ni-Re-Ru,BCC,-0.06,-0.375,4.950186254261789,6.800000000000001,3.056827846042565,3.040926281369067,-0.015901564673498125,-0.520198240606995
Mn-Nb-Ni-V-W,BCC,-0.043,-0.063,2.8985507246376763,6.6000000000000005,3.0481561909751154,3.0409349259213507,-0.007221265053764636,-0.2369060048545127
Co-Cr-Nb-V-W,BCC,-0.041,0.045,2.8985507246376714,6.2,3.04715133106323,3.040935420340017,-0.006215910723212925,-0.20399087698227422
Al-Cr-Fe-Re-Ti,BCC,-0.028,-0.263,4.287464628562718,5.6000000000000005,3.075801892789168,3.0409701221891385,-0.03483177060002962,-1.132445190364449
Fe-Nb-Ni-Pt-V,BCC,-0.037,-0.218,2.8985507246376763,7.6,3.030997141199202,3.040973182568121,0.009976041368919386,0.3291339748665156
Co-Mn-Pd-Pt-Rh,BCC,-0.003,-0.111,1.7879487173599815,9.0,2.9903094723357087,3.0409854396637575,0.0506759673280488,1.6946730028068357
Ir-Mn-Os-Ru-Zn,BCC,-0.06,-0.506,2.792281631920852,8.8,3.0238105197476957,3.040998323402775,0.017187803655079215,0.5684153667311586
Fe-Nb-Ni-V-W,BCC,-0.043,-0.021,2.8985507246376763,6.800000000000001,3.0419153442353557,3.041006335941349,-0.0009090082940068633,-0.029882761061365438
Cr-Mn-Mo-Nb-V,BCC,-0.029,-0.013,2.653657721116266,5.800000000000001,3.059593549614591,3.041011957536603,-0.01858159207798815,-0.6073222399206857
Mn-Os-Re-Ru-Zn,BCC,-0.057,-0.386,2.792281631920849,8.4,3.031911206594819,3.0410131200878086,0.0091019134929895,0.300203827644807
Cr-Mn-Mo-Os-Ti,BCC,-0.051,-0.277,3.5244456730693168,6.2,3.057084668379085,3.04101436405033,-0.016070304328755114,-0.5256741658148397
Co-Fe-Pt-Re-Ti,BCC,-0.042,-0.346,1.7879487173599815,7.6,3.040992865906443,3.041017546210666,2.4680304222979288e-05,0.0008115870477592427
Cr-Mn-Nb-Rh-Ru,BCC,-0.046,-0.255,3.694941676516508,7.0,3.0296467981008464,3.04104062847333,0.011393830372483649,0.376077844441337
Co-Fe-Re-Ti-W,BCC,-0.03,-0.144,1.7879487173599815,6.800000000000001,3.0518397929769088,3.041062578995053,-0.010777213981855827,-0.3531382612762652
Mn-Os-V-W-Zn,BCC,-0.026,-0.211,2.3424278964210217,7.6,3.051954314987373,3.041080674844021,-0.010873640143351793,-0.35628449908159193
Fe-Mn-Os-Ru-Ta,BCC,-0.065,-0.384,4.379562043795623,7.2,3.0300389571902677,3.0411152470222595,0.011076289831991826,0.36554941994088375
Al-Cr-Os-Re-Ru,BCC,-0.076,-0.529,3.862893570903624,6.4,3.0491173653116572,3.041119165456196,-0.007998199855461241,-0.26231197088222696
Al-Mn-Mo-Os-V,BCC,-0.064,-0.418,5.237828008789241,5.800000000000001,3.0680166289249735,3.041124667071573,-0.02689196185340048,-0.8765259483884664
Al-Co-Mo-Re-Ru,BCC,-0.058,-0.324,4.950186254261789,6.6000000000000005,3.0587102087035705,3.0411310744590714,-0.017579134244499084,-0.5747237575654469
Co-Mo-V-W-Zn,BCC,-0.004,0.044,2.919708029197081,7.6,3.0586532014449515,3.041131320216362,-0.017521881228589553,-0.5728626318378287
Al-Cr-Ir-Mn-Ti,BCC,-0.015,-0.509,4.287464628562718,5.800000000000001,3.0740674017657756,3.041157384561725,-0.032910017204050845,-1.0705691483910533
Ir-Mn-Re-Rh-V,BCC,-0.061,-0.507,1.4705882352941169,7.4,3.017014431722061,3.0411605630849605,0.02414613136289967,0.8003319808157983
Al-Cu-Os-Re-Ru,BCC,-0.007,-0.469,2.8562270128045406,7.4,3.04627512669889,3.041199758637344,-0.005075368061546293,-0.1666089847585841
Mn-Pt-Ru-V-Zn,BCC,-0.052,-0.389,2.3424278964210217,8.4,3.035243600776323,3.041242692634894,0.0059990918585710595,0.1976477886992884
Mo-Ni-Ru-V-W,BCC,-0.056,-0.172,3.60219079821055,7.0,3.033245042982921,3.041257177576825,0.00801213459390393,0.2641439936558743
Co-Ir-Os-Pt-V,BCC,-0.052,-0.471,1.4925373134328357,8.200000000000001,3.0092161032659708,3.041274498473504,0.032058395207533064,1.0653404111701834
Al-Fe-Mn-Mo-Ti,BCC,-0.045,-0.212,4.9147318718299005,5.6000000000000005,3.0908505808364346,3.0412853266551103,-0.04956525418132429,-1.6036121088684632
Fe-Ir-Mo-Rh-V,BCC,-0.058,-0.366,2.8985507246376714,7.4,3.023402156853485,3.0412862393120617,0.017884082458576867,0.591521786740709
Co-Mn-Pd-Ta-V,BCC,-0.043,-0.124,2.6918398465999576,7.2,3.034230168606442,3.0412875000843425,0.0070573314779003304,0.23259051178512322
Cr-Mn-Mo-Os-Pt,BCC,-0.044,-0.228,3.6949416765165033,7.4,3.020204363171456,3.041317097263944,0.021112734092487706,0.6990498507298906
Al-Cr-Mn-Re-Ti,BCC,-0.039,-0.292,4.287464628562718,5.4,3.0819063927247625,3.041332454218707,-0.04057393850605573,-1.316520793812419
Co-Mo-Ni-Os-Ta,BCC,-0.051,-0.22,4.347826086956513,7.6,3.0306197470987226,3.041332984831824,0.010713237733101177,0.3534998986051348
Co-Mn-Nb-Os-Rh,BCC,-0.049,-0.325,3.721912053717364,7.6,3.0219428166661255,3.0413441251488895,0.019401308482764,0.6420144145602317
Co-Mo-Pt-Ru-V,BCC,-0.036,-0.258,3.602190798210557,7.6,3.024189615127023,3.0413991070590427,0.017209491932019816,0.5690612733387412
Co-Os-Ru-Ti-V,BCC,-0.07,-0.586,2.792281631920852,6.800000000000001,3.0379475989732536,3.041416871055347,0.0034692720820932443,0.11419789081502811
Co-Ir-Mn-Nb-Ru,BCC,-0.041,-0.357,3.721912053717364,7.6,3.021869812650639,3.041437865125097,0.019568052474458142,0.6475478325551685
Co-Mo-Nb-Ni-Os,BCC,-0.047,-0.19,4.347826086956517,7.6,3.030097046200619,3.0414642426573972,0.011367196456778306,0.37514298332561385
Mn-Ni-Re-Ru-Ta,BCC,-0.056,-0.306,3.721912053717364,7.4,3.0285860074905515,3.0414707539837313,0.012884746493179833,0.42543769472989057
Cr-Mo-Pd-Ru-V,BCC,-0.042,-0.136,3.6949416765165033,7.0,3.0322737782545057,3.0415042171387894,0.009230438884283654,0.30440651337218805
Co-Cr-Ir-Os-Ta,BCC,-0.049,-0.381,3.721912053717364,7.4,3.0253700341908236,3.04152283011356,0.01615279592273655,0.5339114138167511
Al-Cr-Ir-Re-V,BCC,-0.05,-0.517,3.6559548399748927,6.0,3.0552860049944535,3.0415892249523244,-0.013696780042129042,-0.4482978032085709
Cr-Os-Rh-V-W,BCC,-0.064,-0.335,2.3424278964210217,6.800000000000001,3.0280771455966473,3.041612101933149,0.01353495633650148,0.44698188605213274
Fe-Pd-Re-Rh-V,BCC,-0.039,-0.237,1.7879487173599815,7.800000000000001,3.018873605924842,3.041616054309843,0.02274244838500117,0.7533421849913436
Fe-Ir-Nb-Ni-Rh,BCC,-0.044,-0.328,2.8985507246376714,8.200000000000001,3.0162671889784343,3.041631747953801,0.025364558975366602,0.8409254680105845
Ni-Os-Pt-Re-V,BCC,-0.061,-0.432,1.4925373134328357,8.0,3.0154609238049663,3.0416526270715347,0.02619170326656839,0.8685804236361716
Co-Os-Rh-Ti-V,BCC,-0.059,-0.552,2.3424278964210217,7.0,3.040589105592881,3.04165362809412,0.001064522501239118,0.0350104030590989
Ni-Os-Ru-Ti-V,BCC,-0.08,-0.622,2.792281631920852,7.0,3.036039394411877,3.041695756796586,0.005656362384709013,0.18630727898722568
Co-Cr-Fe-Nb-Ta,BCC,-0.023,0.065,2.653657721116266,6.6000000000000005,3.04881616691904,3.0417022252487063,-0.0071139416703336344,-0.23333455613109594
Cr-Fe-Mo-Os-Ti,BCC,-0.049,-0.235,3.5244456730693168,6.4,3.0508803335370582,3.0417082489811675,-0.009172084555890692,-0.30063730966651764
Co-Mn-Os-Pt-Ti,BCC,-0.047,-0.497,2.7512186667455425,7.6,3.0366468105639277,3.0417120715035018,0.0050652609395740456,0.16680441472327134
Ni-Os-Rh-Ti-V,BCC,-0.075,-0.583,2.3424278964210217,7.2,3.0386842182085596,3.0417173547004053,0.003033136491845667,0.09981742998072492
Co-Mg-Ni-Os-Zn,BCC,-0.023,-0.193,4.950605827098733,8.200000000000001,3.0994518628490932,3.0417405282994765,-0.057711334549616744,-1.8619851865215629
Fe-Mn-Nb-Os-Ru,BCC,-0.062,-0.35,4.379562043795623,7.2,3.0295160558412073,3.0417811464936193,0.012265090652411992,0.4048531325247041
Co-Mn-Nb-Re-Zn,BCC,-0.037,-0.082,2.8985507246376714,8.0,3.0535567214926584,3.0417857042240932,-0.01177101726856522,-0.38548546309011217
Fe-Os-Pt-Rh-V,BCC,-0.06,-0.432,2.3424278964210217,8.0,3.013656259716015,3.041788729176131,0.02813246946011594,0.9334996109598425
Co-Cr-Mo-Ru-Ta,BCC,-0.044,-0.096,4.194929420752015,6.800000000000001,3.040185238020038,3.04179239402109,0.0016071560010519903,0.052863752542219186
Cu-Mo-Os-Ru-Zn,BCC,-0.005,-0.212,4.057204129667895,9.0,3.0387275376311726,3.0418468848157634,0.003119347184590726,0.10265307257597699
Ir-Mn-Ni-Ru-Ta,BCC,-0.053,-0.434,3.721912053717364,7.800000000000001,3.0204674509960574,3.0419274287204012,0.021459977724343826,0.710485316346216
Co-Fe-Pt-Ta-V,BCC,-0.041,-0.217,2.8985507246376714,7.4,3.033433425295458,3.041931114507998,0.008497689212540127,0.2801343567219527
Co-Mn-Pd-Re-Ti,BCC,-0.047,-0.268,1.7749925672341786,7.4,3.041785654526636,3.0419502052559255,0.00016455072928955872,0.005409675367647369
Cr-Mn-Nb-Os-Ru,BCC,-0.064,-0.343,4.379562043795623,6.800000000000001,3.032882703523264,3.041957515557452,0.009074812034187918,0.2992140785281876
Ir-Ni-Os-Pt-Zn,BCC,-0.023,-0.418,1.4925373134328357,9.8,3.027524473255552,3.0419704023030527,0.014445929047500528,0.47715317167912297
Fe-Mn-Rh-Ru-Ta,BCC,-0.048,-0.298,3.6949416765165033,7.4,3.026796965244062,3.0420123271987833,0.015215361954721285,0.5026885559036635
Cr-Os-Pt-Rh-V,BCC,-0.049,-0.413,2.3424278964210217,7.6,3.017058375651683,3.042015294236593,0.024956918584909893,0.8271937588718087
Al-Ni-Pt-Re-V,BCC,-0.049,-0.496,3.007518796992485,7.0,3.0534709209159887,3.0420308932825297,-0.011440027633458971,-0.37465651154873814
Co-Mn-Mo-Pd-W,BCC,-0.03,0.071,2.6918398465999487,7.6,3.028353406129667,3.0420499225932693,0.013696516463602482,0.45227602682961204
Fe-Ir-Pt-Ru-V,BCC,-0.056,-0.451,2.3424278964210217,8.0,3.013582853660155,3.0420674698912373,0.028484616231082338,0.9452076685559274
Co-Cr-Nb-Re-Rh,BCC,-0.038,-0.163,2.8985507246376714,7.2,3.029704902149883,3.042082708267095,0.012377806117211954,0.408548242055807
Co-Os-Re-V-W,BCC,-0.064,-0.31,1.4925373134328357,7.0,3.028411559819669,3.042109046622265,0.013697486802596082,0.4522993830934828
Al-Fe-Ir-Re-Ru,BCC,-0.07,-0.582,3.83384925834044,7.0,3.048342734885735,3.042142718565866,-0.006200016319868773,-0.20338973859188364
Mn-Ni-Ta-V-W,BCC,-0.048,-0.082,2.8985507246376714,6.6000000000000005,3.04867271819381,3.0421871040692356,-0.006485614124574379,-0.21273566315825432
Al-Mn-Ni-Os-Ta,BCC,-0.066,-0.46,5.237828008789242,6.6000000000000005,3.061600541074037,3.0421891770317413,-0.01941136404229571,-0.6340266727117192
Cr-Ir-Ni-Os-Ta,BCC,-0.065,-0.421,3.721912053717364,7.6,3.023445915297282,3.0422203748712326,0.01877445957395052,0.6209623092300134
Fe-Mn-Rh-Ti-W,BCC,-0.038,-0.219,1.7749925672341786,6.800000000000001,3.0544001704588544,3.042223425858539,-0.01217674460031537,-0.3986623860908864
Fe-Os-Rh-V-W,BCC,-0.061,-0.338,2.3424278964210217,7.2,3.0246997857927838,3.042223719036693,0.01752393324390944,0.5793610766338041
Cr-Ir-Ru-V-W,BCC,-0.065,-0.379,2.3424278964210217,6.800000000000001,3.028004437077703,3.042231054737707,0.014226617660003882,0.46983476925594764
Fe-Mn-Nb-V-W,BCC,-0.035,-0.005,2.691839846599948,6.2,3.0600919846471313,3.042239962786501,-0.017852021860630174,-0.5833818705514745
Al-Cr-Ni-Os-Ta,BCC,-0.035,-0.387,5.237828008789242,6.4,3.058724460186204,3.0422873160901065,-0.016437144096097533,-0.5373855772251188
Cr-Mo-Re-Rh-V,BCC,-0.06,-0.244,2.8985507246376763,6.6000000000000005,3.034867262120518,3.042297457195317,0.007430195074799251,0.2448276788754061
Fe-Ni-Pt-Ta-V,BCC,-0.041,-0.237,2.8985507246376714,7.6,3.0315195317776436,3.042307018134542,0.010787486356898413,0.35584419773052794
Al-Co-Cr-Nb-Os,BCC,-0.032,-0.317,5.237828008789241,6.2,3.0600919846471313,3.0423405495957563,-0.017751435051374997,-0.5800948187321229
Al-Mn-Ni-Ti-W,BCC,-0.009,-0.273,4.057204129667899,6.0,3.0829027562039943,3.0423417597199225,-0.040560996484071854,-1.3156755075211963
Cr-Fe-Os-Rh-Ta,BCC,-0.057,-0.308,3.694941676516508,7.2,3.0297630039703516,3.042373587245013,0.012610583274661469,0.4162234226946443
Mo-Ni-Os-Re-Zn,BCC,-0.037,-0.213,3.60219079821055,8.6,3.042650043790137,3.042374713662242,-0.00027533012789504596,-0.009049023842126634
Fe-Ni-Re-Ti-W,BCC,-0.034,-0.168,1.7879487173599815,7.0,3.0499489376025335,3.042385431118459,-0.007563506484074445,-0.24798797090746946
Cr-Mn-Pd-Re-W,BCC,-0.034,0.018,1.7749925672341842,7.2,3.029283597290067,3.042392835046249,0.01310923775618189,0.43275042877824765
Co-Os-Pd-Re-Ru,BCC,-0.02,-0.288,2.7922816319208468,8.4,3.0081113820609287,3.0423992634892225,0.034287881428293865,1.1398474681746134
Mn-Nb-Ni-Re-Ru,BCC,-0.054,-0.273,3.721912053717354,7.4,3.0280626041721925,3.0424235669771007,0.014360962804908173,0.47426241403070835
Mn-Ni-Os-Rh-Ta,BCC,-0.055,-0.391,3.721912053717359,7.800000000000001,3.020540522814349,3.0424296168414555,0.02188909402710637,0.7246747349282867
Al-Mn-Os-Ru-Zn,BCC,-0.046,-0.488,3.862893570903626,7.6,3.059080704099329,3.0424432023469166,-0.016637501752412298,-0.5438725997034721
Al-Cu-Ir-Os-Rh,BCC,-0.019,-0.622,3.0303030303030325,8.0,3.0408919358797157,3.0424539824827788,0.0015620466030630276,0.051368040561794406
Al-Co-Pt-Re-V,BCC,-0.037,-0.453,3.007518796992485,6.800000000000001,3.05535742088367,3.042454398486654,-0.012903022397015906,-0.4223081171722324
Mn-Mo-Re-V-Zn,BCC,-0.022,-0.109,2.8985507246376763,7.4,3.0586389492982597,3.0424765037236465,-0.016162445574613216,-0.5284195304686533
Al-Co-Fe-Ir-Ta,BCC,-0.046,-0.443,4.877389397581468,6.800000000000001,3.0598356669121274,3.0424798055674507,-0.017355861344676704,-0.5672154727901317
Fe-Ir-V-W-Zn,BCC,-0.039,-0.211,1.4705882352941169,8.0,3.04828533919114,3.042481662599242,-0.005803676591897844,-0.19039151346106742
